page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End
102	4	Lower_Right	C0020	9:130216384−130739182	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_102_part_4.png	9	130216384	130739182
103	1	Upper_Left	C0021	3:54440509−59348361	15, 15	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_103_part_1.png	3	54440509	59348361
103	2	Upper_Right	C0028	5:108336748−122172505	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_103_part_2.png	5	108336748	122172505
103	3	Lower_Left	C0038	11:70294810−133163692	30, 32	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_103_part_3.png	11	70294810	133163692
103	4	Lower_Right	C0042	3:63359585−74750084	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_103_part_4.png	3	63359585	74750084
104	1	Upper_Left	C0048	2:158092242−161598269	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_104_part_1.png	2	158092242	161598269
104	2	Upper_Right	C0050	3:57083918−66979704	7, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_104_part_2.png	3	57083918	66979704
104	3	Lower_Left	C0073	2:203714228−211103949	7, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_104_part_3.png	2	203714228	211103949
104	4	Lower_Right	C0077	5:96447966−99601957	7, 9	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_104_part_4.png	5	96447966	99601957
105	1	Upper_Left	C0085	3:80108501−85829127	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_105_part_1.png	3	80108501	85829127
105	2	Upper_Right	C0099	2:144120765−214902326	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_105_part_2.png	2	144120765	214902326
105	3	Lower_Left	1987b453-f97d-45c7-9c89-b9a33313d645	4:122039841−145149274	20, 20	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_105_part_3.png	4	122039841	145149274
105	4	Lower_Right	1987b453-f97d-45c7-9c89-b9a33313d645	14:25556654−90170623	7, 23	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_105_part_4.png	14	25556654	90170623
106	1	Upper_Left	1987b453-f97d-45c7-9c89-b9a33313d645	16:25250822−30860384	9, 14	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_106_part_1.png	16	25250822	30860384
106	2	Upper_Right	3acf7438-fd65-442c-8a30-68b6714537f3	5:141997−63388893	7, 14	138	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_106_part_2.png	5	141997	63388893
106	3	Lower_Left	457cca7c-a8b4-414e-a3c0-7fccf0ee2034	17:57017−81011331	7, 12	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_106_part_3.png	17	57017	81011331
106	4	Lower_Right	457cca7c-a8b4-414e-a3c0-7fccf0ee2034	19:8778812−22442312	9, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_106_part_4.png	19	8778812	22442312
107	1	Upper_Left	56403463-1727-4c23-a709-de5f168c4073	4:74309555−190780625	13, 26	204	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_107_part_1.png	4	74309555	190780625
107	2	Upper_Right	56403463-1727-4c23-a709-de5f168c4073	18:40499139−53757981	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_107_part_2.png	18	40499139	53757981
107	3	Lower_Left	56a82a56-0241-4d3d-9de2-696b0c36df91	1:145474628−249083131	18, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_107_part_3.png	1	145474628	249083131
107	4	Lower_Right	614c0ecf-6a84-4c86-8706-79be5bb00991	2:124760110−188573775	10, 18	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_107_part_4.png	2	124760110	188573775
108	1	Upper_Left	614c0ecf-6a84-4c86-8706-79be5bb00991	22:17018899−48999964	9, 18	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_108_part_1.png	22	17018899	48999964
108	2	Upper_Right	69d6881b-9e9a-407b-8b02-bad5fc2455bf	5:2046664−180200470	13, 35	50	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_108_part_2.png	5	2046664	180200470
108	3	Lower_Left	6c79f64b-63fe-46f5-bf7b-77208231b0f2	2:117574279−157367750	7, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_108_part_3.png	2	117574279	157367750
108	4	Lower_Right	6dcfc418-ab28-4365-95ea-c1ae254f2341	1:774798−196124730	11, 30	128	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_108_part_4.png	1	774798	196124730
109	1	Upper_Left	6dcfc418-ab28-4365-95ea-c1ae254f2341	14:70988852−75703457	11, 14	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_109_part_1.png	14	70988852	75703457
109	2	Upper_Right	89791f8f-dc06-4a04-b166-afbfd6cf53de	3:333940−69546080	11, 11	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_109_part_2.png	3	333940	69546080
109	3	Lower_Left	b865dec4-f051-4fbe-9405-f832ff2010d7	5:90736−17223234	9, 21	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_109_part_3.png	5	90736	17223234
109	4	Lower_Right	bce25281-502e-4599-9679-32dc8462ffb1	1:4234113−243543953	19, 31	31	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_109_part_4.png	1	4234113	243543953
110	1	Upper_Left	bfd20d71-18a5-4f01-8d56-84378ad92359	2:97744377−180446202	9, 9	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_110_part_1.png	2	97744377	180446202
110	2	Upper_Right	d680df09-368e-42b5-b540-45c41ed31042	9:33778034−141035750	9, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_110_part_2.png	9	33778034	141035750
110	3	Lower_Left	ee63c44b-91f4-4004-8dea-192eab527036	10:12324933−114133790	7, 10	28	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_110_part_3.png	10	12324933	114133790
110	4	Lower_Right	HX10	17:694982−12501666	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_110_part_4.png	17	694982	12501666
111	1	Upper_Left	HX11	1:19776949−112077449	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_111_part_1.png	1	19776949	112077449
111	2	Upper_Right	HX13	22:17088659−51192718	66, 66	75	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_111_part_2.png	22	17088659	51192718
111	3	Lower_Left	HX23	7:145877960−154544153	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_111_part_3.png	7	145877960	154544153
111	4	Lower_Right	HX28	1:196470863−226612961	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_111_part_4.png	1	196470863	226612961
112	1	Upper_Left	HX28	2:3659186−184750659	15, 26	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_112_part_1.png	2	3659186	184750659
112	2	Upper_Right	HX28	4:106905232−165763983	7, 7	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_112_part_2.png	4	106905232	165763983
112	3	Lower_Left	HX28	X:10674156−36219064	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_112_part_3.png	X	10674156	36219064
112	4	Lower_Right	RK003	8:57075497−145572220	7, 10	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_112_part_4.png	8	57075497	145572220
113	1	Upper_Left	RK014	5:104702072−180283231	12, 12	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_113_part_1.png	5	104702072	180283231
113	2	Upper_Right	RK019	6:102249565−167532689	28, 31	74	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_113_part_2.png	6	102249565	167532689
113	3	Lower_Left	RK019	12:64174368−133313418	60, 74	88	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_113_part_3.png	12	64174368	133313418
113	4	Lower_Right	RK030	6:4750739−169684690	20, 20	38	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_113_part_4.png	6	4750739	169684690
114	1	Upper_Left	RK038	21:14694052−48076206	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_114_part_1.png	21	14694052	48076206
114	2	Upper_Right	RK056	8:197777−146291756	7, 17	265	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_114_part_2.png	8	197777	146291756
114	3	Lower_Left	RK062	4:104630720−185100401	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_114_part_3.png	4	104630720	185100401
114	4	Lower_Right	RK067	1:44269676−245339193	10, 10	224	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_114_part_4.png	1	44269676	245339193
115	1	Upper_Left	RK069	3:170788309−197801947	8, 12	57	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_115_part_1.png	3	170788309	197801947
115	2	Upper_Right	RK071	11:67544036−101188725	12, 12	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_115_part_2.png	11	67544036	101188725
115	3	Lower_Left	RK075	7:110056465−157254694	19, 32	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_115_part_3.png	7	110056465	157254694
115	4	Lower_Right	RK079	4:170703373−190415562	9, 9	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_115_part_4.png	4	170703373	190415562
116	1	Upper_Left	RK088	8:696677−24055234	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_116_part_1.png	8	696677	24055234
116	2	Upper_Right	RK091	2:149101886−209165492	17, 19	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_116_part_2.png	2	149101886	209165492
116	3	Lower_Left	RK091	4:13542462−186127250	31, 37	75	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_116_part_3.png	4	13542462	186127250
116	4	Lower_Right	RK091	5:50697540−118326639	7, 12	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_116_part_4.png	5	50697540	118326639
117	1	Upper_Left	RK091	6:41192505−161744824	8, 31	71	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_117_part_1.png	6	41192505	161744824
117	2	Upper_Right	RK091	7:70340834−157389138	12, 20	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_117_part_2.png	7	70340834	157389138
117	3	Lower_Left	RK095	14:50525724−99068328	14, 24	45	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_117_part_3.png	14	50525724	99068328
117	4	Lower_Right	RK098	4:46094650−65000200	9, 15	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_117_part_4.png	4	46094650	65000200
118	1	Upper_Left	RK098	8:61570001−124934583	11, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_118_part_1.png	8	61570001	124934583
118	2	Upper_Right	RK099	4:31313801−55741627	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_118_part_2.png	4	31313801	55741627
118	3	Lower_Left	RK100	4:138117−57689386	7, 9	39	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_118_part_3.png	4	138117	57689386
118	4	Lower_Right	RK101	9:4642656−38474066	9, 11	53	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_118_part_4.png	9	4642656	38474066
119	1	Upper_Left	RK106	6:966582−129186137	8, 8	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_119_part_1.png	6	966582	129186137
119	2	Upper_Right	RK112	20:7912024−12423476	7, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_119_part_2.png	20	7912024	12423476
119	3	Lower_Left	RK119	5:59053606−179748409	12, 16	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_119_part_3.png	5	59053606	179748409
119	4	Lower_Right	RK130	11:98073900−131896731	10, 10	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_119_part_4.png	11	98073900	131896731
120	1	Upper_Left	RK163	4:55287724−78645421	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_120_part_1.png	4	55287724	78645421
120	2	Upper_Right	RK167	1:1562933−71739261	8, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_120_part_2.png	1	1562933	71739261
120	3	Lower_Left	RK169	6:67707659−110782332	8, 13	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_120_part_3.png	6	67707659	110782332
120	4	Lower_Right	RK172	5:62205924−130667689	25, 43	64	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_120_part_4.png	5	62205924	130667689
121	1	Upper_Left	RK176	8:36542144−56972621	8, 9	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_121_part_1.png	8	36542144	56972621
121	2	Upper_Right	RK177	16:2729647−80636590	8, 9	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_121_part_2.png	16	2729647	80636590
121	3	Lower_Left	RK178	6:63544988−84372030	8, 11	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_121_part_3.png	6	63544988	84372030
121	4	Lower_Right	RK198	20:41335728−54766828	8, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_121_part_4.png	20	41335728	54766828
122	1	Upper_Left	RK211	10:85728073−113319897	12, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_122_part_1.png	10	85728073	113319897
122	2	Upper_Right	RK224	5:56427433−179390593	8, 8	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_122_part_2.png	5	56427433	179390593
122	3	Lower_Left	RK236	8:317288−65269814	11, 11	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_122_part_3.png	8	317288	65269814
122	4	Lower_Right	RK236	17:26612392−66246801	15, 34	43	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_122_part_4.png	17	26612392	66246801
123	1	Upper_Left	RK237	1:12167222−154761279	7, 14	38	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_123_part_1.png	1	12167222	154761279
123	2	Upper_Right	RK254	7:58042074−122691771	9, 9	79	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_123_part_2.png	7	58042074	122691771
123	3	Lower_Left	RK256	1:1119435−15049596	12, 15	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_123_part_3.png	1	1119435	15049596
123	4	Lower_Right	RK259	18:52328461−77268592	7, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_123_part_4.png	18	52328461	77268592
124	1	Upper_Left	RK262	1:5685916−217171836	11, 18	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_124_part_1.png	1	5685916	217171836
124	2	Upper_Right	RK275	13:86378471−99546315	8, 8	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_124_part_2.png	13	86378471	99546315
124	3	Lower_Left	RK306	8:33832982−50702008	7, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_124_part_3.png	8	33832982	50702008
124	4	Lower_Right	028e99e9-5b9a-4954-bb6e-6d4709a3cea8	12:21630873−71673041	9, 13	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_124_part_4.png	12	21630873	71673041
125	1	Upper_Left	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	12:61686111−128942893	8, 8	59	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_125_part_1.png	12	61686111	128942893
125	2	Upper_Right	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	X:1621688−36004057	8, 16	56	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_125_part_2.png	X	1621688	36004057
125	3	Lower_Left	0df573ee-28f0-4244-b434-09e6ca59fbf0	3:84403892−164988872	9, 15	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_125_part_3.png	3	84403892	164988872
125	4	Lower_Right	2cd8ea73-cb3f-4b17-9b97-fa12eb03b85b	X:14068417−40674197	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_125_part_4.png	X	14068417	40674197
126	1	Upper_Left	35cb7841-9b09-465a-90c5-e3b8a9faad49	18:4223387−49884307	27, 40	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_126_part_1.png	18	4223387	49884307
126	2	Upper_Right	368e23f0-e573-4547-bf5a-14080baf737b	3:55114482−97697310	10, 16	35	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_126_part_2.png	3	55114482	97697310
126	3	Lower_Left	397d3f69-1453-4057-b177-8723eec923d1	8:2155797−142175861	26, 29	256	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_126_part_3.png	8	2155797	142175861
126	4	Lower_Right	3d2aa654-1b5f-4eb4-a1c2-af31f5760069	2:70005417−214498426	8, 17	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_126_part_4.png	2	70005417	214498426
127	1	Upper_Left	61c655ec-52b5-453f-a6cc-b2aba445b027	19:3005321−54308857	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_127_part_1.png	19	3005321	54308857
127	2	Upper_Right	6dfd47d2-831a-4386-9051-f78199a16bb5	5:90154962−118543958	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_127_part_2.png	5	90154962	118543958
127	3	Lower_Left	6dfd47d2-831a-4386-9051-f78199a16bb5	15:24028054−98760287	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_127_part_3.png	15	24028054	98760287
127	4	Lower_Right	9b132e4f-7e35-4cc5-8711-43ad62b906d0	16:83384632−90071935	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_127_part_4.png	16	83384632	90071935
128	1	Upper_Left	9f81c602-8afa-4588-b0b6-6e5a1a128d5a	5:2066631−42135112	17, 23	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_128_part_1.png	5	2066631	42135112
128	2	Upper_Right	a1e65587-24c1-4b41-92a7-4e1f15fffd78	1:161178683−248860526	10, 11	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_128_part_2.png	1	161178683	248860526
128	3	Lower_Left	a3de401d-91fe-49a2-bb07-81c1a06506e6	4:92565955−127635647	8, 8	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_128_part_3.png	4	92565955	127635647
128	4	Lower_Right	a3de401d-91fe-49a2-bb07-81c1a06506e6	11:41318012−43840319	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_128_part_4.png	11	41318012	43840319
129	1	Upper_Left	cc4bd56a-25c5-4c48-b583-ac3aeb778ca6	2:96640631−224440317	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_129_part_1.png	2	96640631	224440317
129	2	Upper_Right	d5326429-9805-47f9-97b0-fbda658e3f01	8:1104196−79784584	7, 10	45	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_129_part_2.png	8	1104196	79784584
129	3	Lower_Left	dbd5b0de-94c9-45dd-afb3-6820a7ecaca2	6:3073059−49773930	12, 18	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_129_part_3.png	6	3073059	49773930
129	4	Lower_Right	ebcba7f2-ce13-4bae-97cd-91a6b1dcd465	1:145625856−163083972	7, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_129_part_4.png	1	145625856	163083972
130	1	Upper_Left	0398eae1-7216-4595-80a5-6b117d96e070	5:7830470−88829799	9, 10	45	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_130_part_1.png	5	7830470	88829799
130	2	Upper_Right	1ee543d5-b8c0-4f79-8373-6bb6319f2ee2	5:8531769−45801499	8, 13	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_130_part_2.png	5	8531769	45801499
130	3	Lower_Left	1f6b2aca-7357-40d1-ba7a-99227d9900a2	18:21140095−63388413	11, 19	81	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_130_part_3.png	18	21140095	63388413
130	4	Lower_Right	305f72a8-069b-410b-bbe4-4ecb761c748d	2:124378520−225481223	13, 15	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_130_part_4.png	2	124378520	225481223
131	1	Upper_Left	376dfd27-68e8-4a1a-9c4f-5064279b2a9e	9:1296608−20464401	7, 7	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_131_part_1.png	9	1296608	20464401
